so_luot_yeu_thich,so_luot_danh_gia,so_luong_ban,ten_nguoi_ban,diem_danh_gia,nganh_hang
4800.0,8300.0,8300.0,sandisk.os,5.0,Shopee | Computer & Accessories | Storage & Hard Drives | Memory Cards
3100.0,7000.0,7000.0,svjewellery,4.9,Shopee | Fashion Accessories | Jewellery | Pin & Brooches
1200.0,1900.0,1900.0,mufirma90,4.8,Shopee | Sports & Outdoor | Performance Wear | Pants & Shorts
136.0,11.0,11.0,lclxjdsbaza3.my,5.0,Shopee | Men Shoes | Sneakers | Low Tops
422.0,2200.0,2200.0,rwsofficialstore,4.9,Shopee | Groceries & Pets | Household Supplies | Facial Tissues
138.0,660.0,660.0,phoneshop.my,4.9,Shopee | Home & Living | Home Storage & Organization | Clothes Organization
335.0,345.0,345.0,alisa.craftdiy.my,5.0,Shopee | Home & Living | Fabric & Materials | Others
0.0,12.0,12.0,zetyamur,5.0,Shopee | Men Clothes | Traditional Wear | Sets
901.0,1600.0,1600.0,alchemyapparel,4.9,Shopee | Women Clothes | Outerwear | Others
4600.0,1700.0,1700.0,thunderstrong,4.8,Shopee | Home & Living | Furniture | Shelves & Racks
22700.0,91100.0,91100.0,shop_ready_stock,4.8,Shopee | Home & Living | Bath | Others
959.0,2300.0,2300.0,th_fashion,4.9,Shopee | Men Clothes | Sports Wear | Jerseys
120.0,164.0,164.0,bk_auto225,4.9,"Shopee | Automotive | Tyres, Rims & Accessories | Rims & Accessories"
202.0,994.0,994.0,lilyfiras,4.9,Shopee | Groceries & Pets | Others | Others
87.0,15.0,15.0,yebrta.my,5.0,Shopee | Men's Bags & Wallets | Tote Bags | Tote Bags
1900.0,1700.0,1700.0,happyparcel,4.7,"Shopee | Baby & Toys | Kids Sports & Outdoor Play | Bicycles, Scooters & Ride-ons"
1200.0,4300.0,4300.0,goojodoqshop.my,4.8,Shopee | Mobile & Accessories | Audio | Earbuds
3200.0,2400.0,2400.0,gaabor.os,4.7,Shopee | Home Appliances | Others | Others
595.0,1200.0,1200.0,hairkepe.v,4.9,Shopee | Health & Beauty | Hair Care | Hair & Scalp Treatments
148.0,421.0,421.0,ausimo,4.8,Shopee | Health & Beauty | Personal Pleasure | Condoms & Lubricants
616.0,188.0,188.0,xiaomilocalstore.os,4.9,Shopee | Mobile & Accessories | Mobile Phones | Xiaomi
390.0,623.0,623.0,mrsdiy,4.9,Shopee | Home & Living | Bedding | Bedding Sets & Sheets
78.0,247.0,247.0,rainbow_store128,4.9,Shopee | Baby & Toys | Kids Fashion Accessories & Bags | Kids Hair Accessories
27.0,31.0,31.0,norazenterprise,5.0,Shopee | Home Appliances | Others | Others
4000.0,2800.0,2800.0,redtomatomalaysia,4.8,Shopee | Automotive | Car Care | Exterior Car Care
8800.0,47000.0,47000.0,ismadib.mohdshah,5.0,Shopee | Health & Beauty | Supplements | Weight Management
2700.0,1900.0,1900.0,nagokkulit,4.9,Shopee | Health & Beauty | Supplements | Beauty Supplement
121.0,286.0,286.0,cheekuan1114,4.9,Shopee | Home & Living | Handmade | Others
18.0,44.0,44.0,caravelshop,4.9,Shopee | Health & Beauty | OTC Medicine | Traditional Medications
2500.0,5800.0,5800.0,sales.printjc,4.9,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts
361.0,3900.0,3900.0,dettol.os,4.9,Shopee | Health & Beauty | Hand Care | Hand Washes
49.0,270.0,270.0,rebecca8590,4.9,"Shopee | Health & Beauty | Hand Care | Masks, Lotion, Cream & Scrubs"
63.0,185.0,185.0,ebay_originalshoe_0162059229,4.9,Shopee | Sports & Outdoor | Basketball | Others
2500.0,1800.0,1800.0,tscfashion.my,4.8,Shopee | Women's Bags | Backpacks | Backpack
177.0,213.0,213.0,thecapalhq,4.9,Shopee | Muslim Fashion | Accessories | Songkok & Kopiah
11500.0,3200.0,3200.0,habib.os,4.9,Shopee | Fashion Accessories | Jewellery | Bracelets & Charms
3400.0,3300.0,3300.0,svjewellery,4.9,Shopee | Fashion Accessories | Jewellery | Pin & Brooches
2000.0,44.0,44.0,qq1559829700.my,4.8,Shopee | Women Shoes | Boots | Fashion Boots
52.0,138.0,138.0,busaco,5.0,"Shopee | Baby & Toys | Bath & Toiletries | Soaps, Cleansers & Bodywash"
2000.0,14700.0,14700.0,fantastic.pro.empire,5.0,Shopee | Baby & Toys | Feeding & Nursing | Bottle Feeding
1300.0,1700.0,1700.0,bestborongmalaysia,5.0,Shopee | Fashion Accessories | More Accessories | Keychains & Lanyard
69.0,119.0,119.0,digi2157,4.9,Shopee | Baby & Toys | Kids Fashion Accessories & Bags | Others
1100.0,893.0,893.0,thecoloristmalaysia,4.9,Shopee | Health & Beauty | Lips | Lipstick
141.0,254.0,254.0,eugene1333,4.9,Shopee | Home & Living | Others | Others
1800.0,3400.0,3400.0,smartlifestyle99,4.9,Shopee | Home Appliances | Small Kitchen Appliances | Rice Cookers
712.0,394.0,394.0,mocate,4.9,Shopee | Home Appliances | Small Kitchen Appliances | Fryers
1500.0,3100.0,3100.0,homesmartuse,4.7,Shopee | Home Appliances | Small Kitchen Appliances | Rice Cookers
402.0,1100.0,1100.0,jxw7628,4.9,"Shopee | Automotive | Tyres, Rims & Accessories | Rims & Accessories"
1600.0,2800.0,2800.0,mychamp1978,4.8,Shopee | Automotive | Car Care | Interior Car Care
90.0,186.0,186.0,bzubzu.os,5.0,Shopee | Baby & Toys | Bath & Toiletries | Wipes & Refills
79.0,157.0,157.0,easydo_hardware,4.9,Shopee | Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers
1700.0,1500.0,1500.0,anxinonlinestore,4.6,Shopee | Mobile & Accessories | Cool Gadgets | USB Fan
219.0,306.0,306.0,hailie.my,4.8,Shopee | Watches | Couple & Set Watches | Casual Set
3200.0,7700.0,7700.0,multi.malaysia,4.9,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts
163.0,292.0,292.0,jm_gadget,4.6,Shopee | Cameras & Drones | Drones & Action Cameras | Drone Accessories
652.0,1600.0,1600.0,qqbaby.gazebo,4.9,Shopee | Women Clothes | Plus Size | Panties
148.0,518.0,518.0,wangjiayu2020.my,4.9,Shopee | Health & Beauty | Eye Make Up | Eyeliner & Tools
605.0,1700.0,1700.0,siowgogo,5.0,Shopee | Health & Beauty | Eye Care | Eye Mask
77.0,241.0,241.0,99gadgets_mart.os,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Shutters & Lenses
10800.0,18300.0,18300.0,grimo,4.8,Shopee | Sports & Outdoor | Men's Sports Shoes | Tennis Shoes
813.0,550.0,550.0,ainbella72,4.9,Shopee | Women Clothes | Others | Others
86.0,53.0,53.0,skystorestrading,4.6,"Shopee | Baby & Toys | Kids Sports & Outdoor Play | Bicycles, Scooters & Ride-ons"
255.0,548.0,548.0,ezy_electrical_hardware,4.9,Shopee | Home & Living | Others | Others
3600.0,1600.0,1600.0,unitee.os,5.0,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts
342.0,187.0,187.0,healthsmart,4.9,Shopee | Health & Beauty | Oral Care | Electric Toothbrushes & Accessories
909.0,992.0,992.0,ppackaging52,4.9,Shopee | Home & Living | Home Storage & Organization | Clothes Organization
62.0,182.0,182.0,alifputra1122,4.9,Shopee | Men Clothes | Traditional Wear | Others
72.0,77.0,77.0,csmart9390,5.0,Shopee | Men Clothes | Sports Wear | Jerseys
1700.0,937.0,937.0,zawawi56,4.9,Shopee | Men Clothes | Tops | Polo Shirts
4500.0,1300.0,1300.0,fskmman.my,4.7,Shopee | Men Clothes | Plus Size | Large Size Shirts
8600.0,19600.0,19600.0,pinkflash.os,5.0,Shopee | Health & Beauty | Eye Make Up | Mascara
32.0,29.0,29.0,butik.jururawat,5.0,Shopee | Women Clothes | Maternity Wear | Others
19.0,34.0,34.0,nuurainhusin,5.0,Shopee | Women Clothes | Others | Others
648.0,1100.0,1100.0,ghtrading,4.9,Shopee | Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers
26.0,277.0,277.0,sixtysix6838,4.9,Shopee | Mobile & Accessories | Others | Others
30000.0,32800.0,32800.0,ihanasmarketing,4.8,Shopee | Women Clothes | Lingerie & Underwear | Thermal Innerwear
2800.0,6500.0,6500.0,premiumbrooch,4.9,Shopee | Health & Beauty | Fragrances | For Her
3700.0,1700.0,1700.0,incerun.os,4.9,Shopee | Men Clothes | Shirts | Business & Casual Shirts
591.0,1800.0,1800.0,rj.superstore,5.0,Shopee | Men Clothes | Pants | Shorts
191.0,472.0,472.0,babyyumiko,4.8,Shopee | Men Clothes | Socks | Ankle
123.0,538.0,538.0,sacci_collection,4.9,Shopee | Men Clothes | Socks | Others
8.0,12.0,12.0,sixlovehouse,4.8,Shopee | Health & Beauty | Personal Pleasure | Condoms & Lubricants
544.0,387.0,387.0,pasaranekonomiberjaya,4.9,Shopee | Men Clothes | Suits | Blazer
244.0,608.0,608.0,jzsfashion,4.8,Shopee | Men Clothes | Plus Size | Large Size Pants
3300.0,8500.0,8500.0,yeekey,4.9,Shopee | Computer & Accessories | Storage & Hard Drives | USB Devices
12.0,1100.0,1100.0,dutchlady.os,4.9,Shopee | Baby & Toys | Toys & Education | Stuffed Toys
59.0,30.0,30.0,mkr_hardware,4.9,Shopee | Home & Living | Furniture | Others
820.0,1900.0,1900.0,watchgod.my,4.8,Shopee | Men Clothes | Plus Size | Oversize T-Shirts
733.0,60.0,60.0,aorgadgets,5.0,Shopee | Mobile & Accessories | Tablets | Android Tablets
549.0,512.0,512.0,pasaranekonomiberjaya,5.0,Shopee | Women Clothes | Skirts | Maxi Skirts
17000.0,43400.0,43400.0,th_fashion,4.9,Shopee | Men Clothes | Sports Wear | Jerseys
344.0,400.0,400.0,lepadi.watch,4.7,Shopee | Watches | Couple & Set Watches | Casual Set
92.0,908.0,908.0,kaitouconan,5.0,Shopee | Mobile & Accessories | Cool Gadgets | Others
232.0,68.0,68.0,spraygadget,5.0,Shopee | Mobile & Accessories | Mobile Phones | Realme
158.0,1100.0,1100.0,blackgadgetsstore,4.9,Shopee | Mobile & Accessories | Others | Others
19.0,196.0,196.0,fungyan888,4.7,Shopee | Mobile & Accessories | Others | Others
5200.0,2400.0,2400.0,ooreeconcept,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
199.0,509.0,509.0,theundershop.os,4.9,Shopee | Men Clothes | Innerwear | Briefs
6900.0,11800.0,11800.0,zdb618.my,4.9,Shopee | Health & Beauty | Eye Make Up | Eyeliner & Tools
409.0,73.0,73.0,niepan118.my,4.8,Shopee | Mobile & Accessories | Tablets | Android Tablets
11700.0,6600.0,6600.0,butikcasual.my,4.9,Shopee | Women Clothes | Skirts | Mini Skirts
91.0,223.0,223.0,tshirt.os,4.9,Shopee | Men Clothes | Tops | Polo Shirts
4000.0,1700.0,1700.0,vivian77.my,4.8,Shopee | Watches | Couple & Set Watches | Casual Set
0.0,9.0,9.0,_sennabella_,5.0,Shopee | Men Clothes | Traditional Wear | Sets
2800.0,185.0,185.0,switch_os,4.9,Shopee | Mobile & Accessories | Mobile Phones | Apple
596.0,97.0,97.0,gqgirl.my,4.8,Shopee | Women Clothes | Playsuits & Jumpsuits | Jumpsuits
112.0,1200.0,1200.0,88gadgetstore,4.9,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
8.0,259.0,259.0,mohd.bundle7,5.0,Shopee | Men's Bags & Wallets | Tote Bags | Tote Bags
46.0,75.0,75.0,freeskates.my,4.9,Shopee | Sports & Outdoor | Others | Others
117.0,209.0,209.0,my.auto,4.8,"Shopee | Automotive | Tyres, Rims & Accessories | Rims & Accessories"
16.0,71.0,71.0,guantyetrading,5.0,Shopee | Groceries & Pets | Instant Food | Ready To Eat Food
874.0,2300.0,2300.0,bnbecommerce,4.9,"Shopee | Automotive | Tyres, Rims & Accessories | Tires & Others"
407.0,88.0,88.0,tobbychan,5.0,Shopee | Travel & Luggage | Others | Others
1300.0,4100.0,4100.0,nienagadget,4.9,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
5.0,6.0,6.0,maegenone,5.0,Shopee | Tickets & Vouchers | Services | Others
5000.0,2700.0,2700.0,i_hijab,4.9,Shopee | Fashion Accessories | More Accessories | Scarves
247.0,691.0,691.0,pitlong,4.9,Shopee | Men Clothes | Socks | Ankle
2400.0,7100.0,7100.0,md.megadeal,4.9,Shopee | Women Clothes | Lingerie & Underwear | Bra
197.0,349.0,349.0,empire_casing,4.7,Shopee | Mobile & Accessories | Selfie Accessories | Shutters & Lenses
3900.0,8100.0,8100.0,mygadgetmall,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
5500.0,512.0,512.0,hijabersfever.os,4.9,Shopee | Women Clothes | Others | Others
228.0,1300.0,1300.0,xuemin96,4.8,Shopee | Men Clothes | Innerwear | Boxers & Trunks
551.0,2700.0,2700.0,comelbaby,5.0,Shopee | Baby & Toys | Boys Fashion | Boy Socks
212.0,37.0,37.0,vivomalaysia.os,4.9,Shopee | Mobile & Accessories | Mobile Phones | Vivo
23.0,136.0,136.0,dvd_computer_accessories,4.9,"Shopee | Games, Books & Hobbies | DVDs, Blueray & CDs | Others"
1600.0,2500.0,2500.0,yisen.3c,4.8,Shopee | Mobile & Accessories | Audio | Wireless Earbuds
43.0,193.0,193.0,guantyetrading,5.0,Shopee | Groceries & Pets | Canned & Packed Food | Preserved Vegetables
99.0,22.0,22.0,iklanct,5.0,Shopee | Tickets & Vouchers | Services | Others
48.0,184.0,184.0,mebraties,4.8,Shopee | Groceries & Pets | Household Supplies | Facial Tissues
466.0,278.0,278.0,axn_collection,4.7,Shopee | Travel & Luggage | Luggage | Suitcases
531.0,2300.0,2300.0,c_speed009,4.9,"Shopee | Groceries & Pets | Pet Supplies | Pet Toilets, Litters & Pads"
945.0,2700.0,2700.0,bikealliance2000,4.9,Shopee | Sports & Outdoor | Others | Others
3300.0,466.0,466.0,heus_,4.8,Shopee | Women Shoes | Boots | Fashion Boots
3500.0,590.0,590.0,unnaexclusive,4.9,Shopee | Women Clothes | Dresses | Maxi Dresses
2900.0,11700.0,11700.0,boldlab2019,5.0,Shopee | Automotive | Car Oils & Fluids | Car and Motor Engine Oil
3200.0,634.0,634.0,nurulfazriyah_07.my,4.7,Shopee | Women Clothes | Playsuits & Jumpsuits | Others
91.0,137.0,137.0,nurbellabutik,5.0,Shopee | Women Clothes | Others | Others
4000.0,6200.0,6200.0,macstore.os,4.9,Shopee | Mobile & Accessories | Screen Protectors | Others
1800.0,3500.0,3500.0,cikey.my,4.9,Shopee | Men Clothes | Sets | Occupational Attire
508.0,1400.0,1400.0,fullcovermart,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
341.0,704.0,704.0,yeonlineshopipoh,4.9,Shopee | Health & Beauty | Foot Care | Others
9000.0,12300.0,12300.0,themegastore.my,4.9,Shopee | Women Clothes | Pants & Shorts | Jeans
23500.0,11100.0,11100.0,dmt3zrl15u,4.6,Shopee | Women Clothes | Plus Size | Long Pants
674.0,511.0,511.0,yassinlover,4.7,Shopee | Home & Living | Handmade | Gift Wrapping
108.0,57.0,57.0,lemoodfabrics,5.0,Shopee | Home & Living | Fabric & Materials | Fabric & Materials
516.0,486.0,486.0,skymag123,5.0,Shopee | Home & Living | Fabric & Materials | Fabric & Materials
35.0,11.0,11.0,nyyqq.my,4.3,Shopee | Women Clothes | Skirts | Others
25.0,75.0,75.0,happyonli3shop,4.9,Shopee | Men Clothes | Shirts | Business & Casual Shirts
54.0,151.0,151.0,sexytoys69,4.9,Shopee | Health & Beauty | Personal Pleasure | Adult Accessories & Others
2.0,12.0,12.0,jamu_lelaki0,4.5,Shopee | Health & Beauty | Personal Pleasure | Adult Accessories & Others
2.0,33.0,33.0,topup.official.store,5.0,Shopee | Mobile & Accessories | Audio | Wireless Earbuds
528.0,574.0,574.0,westfieldretailing,5.0,Shopee | Men Clothes | Pants | Jeans
1500.0,1900.0,1900.0,yeonlineshopipoh,4.8,Shopee | Home & Living | Housekeeping & Laundry | Others
601.0,341.0,341.0,lepadi.watch,4.7,Shopee | Watches | Men's Watches | Business & Casual
1600.0,1200.0,1200.0,miricle100,4.9,Shopee | Women Clothes | Maternity Wear | Innerwear
231.0,85.0,85.0,maejing,4.9,Shopee | Groceries & Pets | Coffee & Tea | Tea
12.0,69.0,69.0,pharmakulim,4.9,Shopee | Health & Beauty | OTC Medicine | Fever & Painkillers
12400.0,42900.0,42900.0,lingcharlene,4.9,Shopee | Mobile & Accessories | Cables & Chargers | Android Cables
1100.0,2100.0,2100.0,allblue5367,4.8,Shopee | Mobile & Accessories | Audio | Wireless Earbuds
812.0,431.0,431.0,spraygadget,5.0,Shopee | Mobile & Accessories | Mobile Phones | Other Brands
1.0,8.0,8.0,hong_soon,4.8,Shopee | Women Clothes | Traditional Wear | Ethnic Wear
9.0,25.0,25.0,skmeishop.my,4.9,Shopee | Watches | Men's Watches | Business & Casual
2500.0,5100.0,5100.0,jtravelmy,4.9,Shopee | Women Clothes | Plus Size | Panties
3900.0,10100.0,10100.0,babyfashionmall,4.9,Shopee | Women Clothes | Plus Size | Bra
38.0,85.0,85.0,hushpuppies.os,4.9,Shopee | Men Clothes | Innerwear | Boxers & Trunks
484.0,554.0,554.0,hurixs,4.9,Shopee | Health & Beauty | OTC Medicine | Traditional Medications
21.0,47.0,47.0,canggih.original,5.0,Shopee | Women Clothes | Skirts | Others
19.0,94.0,94.0,odnaryofficial,5.0,Shopee | Men Clothes | Shirts | Business & Casual Shirts
703.0,1500.0,1500.0,topfive,4.9,Shopee | Home & Living | Kitchen Storage | Food Storage & Dispensers
2.0,2.0,2.0,kedaisuamikuat,5.0,Shopee | Health & Beauty | Personal Pleasure | Adult Accessories & Others
1100.0,2000.0,2000.0,glowishstore_,4.9,Shopee | Health & Beauty | Brushes & Beauty Tools | Others
582.0,589.0,589.0,bestbuyonline2u,5.0,Shopee | Health & Beauty | Brushes & Beauty Tools | Makeup Bags & Organiser
2100.0,4700.0,4700.0,gadget_kinig,4.8,Shopee | Mobile & Accessories | Audio | Wireless Earbuds
2600.0,3400.0,3400.0,skdiy,5.0,Shopee | Home & Living | Home Improvement | Chains & Locks
196.0,276.0,276.0,giant_mall,4.9,Shopee | Health & Beauty | Foot Care | Others
72.0,20.0,20.0,arulladzytx.my,4.9,Shopee | Women Clothes | Traditional Wear | Bottoms
378.0,1500.0,1500.0,nattome101,4.9,Shopee | Health & Beauty | OTC Medicine | Gastrointestinal
69.0,21.0,21.0,wghj0574.my,4.9,Shopee | Men Clothes | Suits | Blazer
5900.0,13800.0,13800.0,kingstyle.co,4.9,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts
10700.0,3200.0,3200.0,hudson_wood_works,5.0,Shopee | Home & Living | Home Improvement | Others
303.0,188.0,188.0,healthyhouse88,4.9,Shopee | Health & Beauty | Foot Care | Foot Deodorant
4.0,2.0,2.0,pasarbaroepp.my,5.0,Shopee | Women Clothes | Traditional Wear | Bottoms
3000.0,13300.0,13300.0,oneworldppe,4.9,Shopee | Health & Beauty | Medical Supplies | Health Accessories
2600.0,9000.0,9000.0,momohouse.os,4.9,Shopee | Women Clothes | Maternity Wear | Maternity Bottoms
240.0,85.0,85.0,cameloutdoor.os,4.8,Shopee | Women Clothes | Sports & Beachwear | Swimsuits
3000.0,354.0,354.0,durrashoppe,5.0,Shopee | Women Clothes | Skirts | Maxi Skirts
14.0,86.0,86.0,ebosikj.my,4.9,Shopee | Mobile & Accessories | Screen Protectors | iPhone Screen Protectors
17000.0,25400.0,25400.0,ugreen.my,5.0,Shopee | Mobile & Accessories | Cables & Chargers | Chargers
13300.0,878.0,878.0,zanzea.os,5.0,Shopee | Women Clothes | Plus Size | Dresses
655.0,307.0,307.0,quarxery,4.6,Shopee | Health & Beauty | Personal Pleasure | Adult Toys
3700.0,4800.0,4800.0,multi.malaysia,4.9,Shopee | Men Clothes | T-shirts & Singlets | Singlets
663.0,1600.0,1600.0,superpaint,4.9,"Shopee | Home & Living | Home Improvement | Sandpaper, Power Sanders & Accessories"
8800.0,3800.0,3800.0,my1124_05903,4.8,Shopee | Health & Beauty | Oral Care | Teeth Whitening
58.0,13.0,13.0,pumamy.os,4.7,Shopee | Women Clothes | Sports & Beachwear | Sportswear
853.0,1600.0,1600.0,rojakmall.my,4.9,Shopee | Baby & Toys | Toys & Education | Pretend Play
14.0,41.0,41.0,nxt_global_enterprise,5.0,Shopee | Health & Beauty | OTC Medicine | Traditional Medications
7200.0,13200.0,13200.0,ugreen.my,5.0,Shopee | Mobile & Accessories | Cables & Chargers | iPhone Cables
541.0,715.0,715.0,wenurse.my,4.9,Shopee | Women Clothes | Plus Size | Set Wear
470.0,463.0,463.0,ppackaging52,4.9,Shopee | Health & Beauty | Brushes & Beauty Tools | Tweezer & Tools
21.0,75.0,75.0,iskandar_shah94,5.0,Shopee | Mobile & Accessories | Mobile Phones | Other Brands
2.0,3.0,3.0,ibupreloved,5.0,Shopee | Women Clothes | Traditional Wear | Tops
87.0,163.0,163.0,homelivingml.my,4.9,Shopee | Home & Living | Fabric & Materials | Fabric & Materials
52.0,13.0,13.0,voirmalaysia,4.8,Shopee | Women Clothes | Skirts | Maxi Skirts
9800.0,20900.0,20900.0,allblue5367,4.9,Shopee | Mobile & Accessories | Cables & Chargers | Cables
295.0,473.0,473.0,forest.os,4.9,Shopee | Women Clothes | Pants & Shorts | Shorts
4600.0,1700.0,1700.0,zanzea.os,4.9,Shopee | Women Clothes | Tops | Shirts & Blouses
853.0,387.0,387.0,hisunshop.my,4.8,Shopee | Men Clothes | Pants | Jeans
6.0,151.0,151.0,ivysweet123,5.0,Shopee | Women Clothes | Traditional Wear | Tops
901.0,274.0,274.0,lotdd.my,4.6,Shopee | Women Clothes | Tops | Shirts & Blouses
13800.0,14200.0,14200.0,mjliving,4.9,Shopee | Home & Living | Housekeeping & Laundry | Cleaning Tools
61.0,843.0,843.0,sjmobile,4.8,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
36.0,321.0,321.0,tyqhrhmn22,4.8,Shopee | Mobile & Accessories | Screen Protectors | Others
581.0,762.0,762.0,wonderlandcity,4.8,Shopee | Women Clothes | Tops | Tanks & Tube
11.0,12.0,12.0,firstclassbabies,5.0,Shopee | Groceries & Pets | Baking Supplies | Others
208.0,514.0,514.0,justhobby,5.0,Shopee | Men Clothes | Socks | Ankle
119.0,128.0,128.0,best_case,4.8,Shopee | Mobile & Accessories | Cases & Covers | Tablet Cover
4.0,14.0,14.0,92.thai.shop,5.0,Shopee | Travel & Luggage | Others | Others
13.0,34.0,34.0,qmart168,4.9,Shopee | Travel & Luggage | Others | Others
4.0,5.0,5.0,beautyindahouse,5.0,Shopee | Travel & Luggage | Others | Others
1.0,1.0,1.0,vivianchiew,5.0,Shopee | Others | Fengshui & Religious Supplies
54.0,6.0,6.0,xpro.gadget,5.0,Shopee | Cameras & Drones | DSLR Cameras | DSLRs
1800.0,2400.0,2400.0,wingwoh82,5.0,Shopee | Mobile & Accessories | Cases & Covers | Android Cases & Covers
0.0,8.0,8.0,dehkai1421,5.0,Shopee | Tickets & Vouchers | Bill Payments & Top Ups | Utilities
